training_id,client_id,certificate_number,training_title,category,duration_hours,start_date,end_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
544,1544,CERT-2026-00544,Mobile Bootcamp 544,Mobile,33,2025-11-15,2025-11-23,COMPLETED,11,9,1,1,0.78,4.4,0.93,0.91,60.1,45.1,61.5,60.6,2,2,4,58.0,F,2025-12-06,2026-12-06,ISSUED,0.3561,1
547,1547,CERT-2026-00547,Cybersecurity Bootcamp 547,Cybersecurity,53,2025-12-12,2025-12-25,COMPLETED,5,4,1,0,0.77,4.4,0.94,1.0,75.6,73.7,78.0,72.1,8,1,2,76.5,C,,,PENDING,0.509,0
548,1548,CERT-2026-00548,Cloud Bootcamp 548,Cloud,52,2026-03-20,2026-04-02,COMPLETED,3,1,1,1,0.29,4.5,0.76,0.97,,45.1,42.3,52.0,11,0,1,50.9,F,,,REVOKED,0.2753,0
550,1550,CERT-2026-00550,Cybersecurity Bootcamp 550,Cybersecurity,51,2025-11-22,2025-12-05,COMPLETED,7,5,1,1,0.67,,0.78,0.93,42.2,62.5,44.9,33.9,10,0,0,52.5,F,,,REVOKED,0.1468,0
552,1552,CERT-2026-00552,Cybersecurity Bootcamp 552,Cybersecurity,55,2026-03-13,2026-03-27,COMPLETED,7,4,1,2,0.58,3.8,0.59,0.94,25.0,33.1,23.1,46.7,0,2,0,34.7,F,,,REVOKED,0.017,0
554,1554,CERT-2026-00554,Cloud Bootcamp 554,Cloud,41,2026-03-18,2026-03-28,COMPLETED,8,6,1,1,0.71,4.4,0.68,0.92,60.5,47.9,31.0,35.2,0,1,0,48.3,F,,,REVOKED,0.201,0
555,1555,CERT-2026-00555,Web Development Bootcamp 555,Web Development,51,2025-11-23,2025-12-06,COMPLETED,9,4,3,2,0.5,3.5,1.0,0.91,80.1,95.9,96.3,99.7,4,1,0,93.5,A,2025-12-09,2026-12-09,ISSUED,0.7965,1
556,1556,CERT-2026-00556,UI/UX Bootcamp 556,UI/UX,45,2025-12-21,2026-01-01,COMPLETED,5,3,1,1,0.58,3.7,1.0,0.95,66.2,61.0,65.9,62.4,12,3,3,67.0,D,2026-01-13,2027-01-13,ISSUED,0.2478,1
562,1562,CERT-2026-00562,Cloud Bootcamp 562,Cloud,51,2025-11-25,2025-12-08,COMPLETED,9,6,1,2,0.64,4.2,1.0,1.0,83.7,100.0,95.5,82.5,3,1,1,93.0,A,2025-12-22,2026-12-22,ISSUED,0.9544,1
564,1564,CERT-2026-00564,Web Development Bootcamp 564,Web Development,58,2025-11-09,2025-11-23,COMPLETED,7,5,1,1,0.7,4.7,0.87,0.86,78.3,97.2,78.5,100.0,11,0,5,89.9,B,2025-12-10,2026-12-10,ISSUED,0.903,1
565,1565,CERT-2026-00565,Cloud Bootcamp 565,Cloud,53,2025-11-19,2025-12-02,COMPLETED,10,6,2,2,0.64,3.4,1.0,0.9,75.2,69.0,88.4,74.4,4,0,1,77.0,C,2025-12-21,2026-12-21,ISSUED,0.4153,1
568,1568,CERT-2026-00568,Cybersecurity Bootcamp 568,Cybersecurity,40,2026-01-03,2026-01-13,COMPLETED,9,5,2,2,0.58,,0.84,0.96,63.6,82.7,65.4,81.9,13,0,1,76.1,C,2026-01-20,2027-01-20,ISSUED,0.6982,1
572,1572,CERT-2026-00572,Cloud Bootcamp 572,Cloud,38,2025-11-02,2025-11-12,COMPLETED,9,3,2,4,0.34,3.8,0.75,0.83,78.1,62.1,58.3,87.1,5,0,2,70.4,C,2025-12-02,2026-12-02,ISSUED,0.6418,1
573,1573,CERT-2026-00573,UI/UX Bootcamp 573,UI/UX,36,2026-03-04,2026-03-13,COMPLETED,13,7,3,3,0.52,3.2,0.99,0.96,60.7,60.3,85.5,65.5,9,1,1,68.6,D,,,PENDING,0.2818,0
578,1578,CERT-2026-00578,Cloud Bootcamp 578,Cloud,67,2026-03-09,2026-03-26,COMPLETED,5,4,0,1,0.7,4.7,1.0,1.0,99.8,90.6,100.0,94.0,1,1,3,95.4,A,2026-03-29,2027-03-29,ISSUED,0.9169,1
579,1579,CERT-2026-00579,Data Science Bootcamp 579,Data Science,59,2025-10-31,2025-11-15,COMPLETED,8,5,1,2,0.6,4.2,0.93,0.94,74.0,73.2,70.1,75.0,8,0,0,75.2,C,2025-11-22,2026-11-22,ISSUED,0.6821,1
582,1582,CERT-2026-00582,Cybersecurity Bootcamp 582,Cybersecurity,42,2026-03-04,2026-03-14,COMPLETED,6,3,2,1,0.54,4.1,0.86,0.99,93.8,100.0,74.6,88.1,5,3,1,91.8,A,,,PENDING,0.8432,0
584,1584,CERT-2026-00584,Data Science Bootcamp 584,Data Science,57,2025-12-03,2025-12-17,COMPLETED,8,7,1,0,0.84,4.7,0.82,0.87,53.2,39.9,98.7,43.6,12,0,0,55.9,F,,,REVOKED,0.3458,0
585,1585,CERT-2026-00585,Cybersecurity Bootcamp 585,Cybersecurity,49,2026-01-18,2026-01-30,COMPLETED,3,2,1,0,0.57,4.7,1.0,0.88,96.9,84.3,86.3,98.7,2,4,1,91.2,A,2026-02-03,2027-02-03,ISSUED,0.7706,1
588,1588,CERT-2026-00588,UI/UX Bootcamp 588,UI/UX,19,2025-11-30,2025-12-05,COMPLETED,10,6,2,2,0.63,4.1,0.79,0.95,,79.9,56.2,46.7,1,1,1,65.5,D,2025-12-15,2026-12-15,ISSUED,0.5637,1
589,1589,CERT-2026-00589,Cybersecurity Bootcamp 589,Cybersecurity,62,2025-11-01,2025-11-17,COMPLETED,10,5,2,3,0.47,4.3,0.89,0.87,79.7,68.0,64.3,,10,2,2,70.1,C,,,PENDING,0.3928,0
590,1590,CERT-2026-00590,UI/UX Bootcamp 590,UI/UX,42,2026-01-28,2026-02-07,COMPLETED,8,3,2,3,0.42,3.3,0.65,0.86,59.6,69.7,54.9,41.7,0,5,0,60.5,D,,,PENDING,0.1195,0
591,1591,CERT-2026-00591,Data Science Bootcamp 591,Data Science,65,2026-03-24,2026-04-09,COMPLETED,13,7,3,3,0.56,3.9,0.9,0.96,53.9,78.8,78.5,93.7,4,0,1,76.8,C,2026-04-29,2027-04-29,ISSUED,0.842,1
592,1592,CERT-2026-00592,UI/UX Bootcamp 592,UI/UX,48,2025-11-20,2025-12-02,COMPLETED,5,2,1,2,0.48,3.9,0.98,1.0,64.8,87.9,73.0,73.4,10,0,1,79.4,C,2025-12-11,2026-12-11,ISSUED,0.9045,1
593,1593,CERT-2026-00593,Web Development Bootcamp 593,Web Development,32,2025-10-25,2025-11-02,COMPLETED,6,3,2,1,0.48,3.8,0.77,0.95,45.9,63.4,63.4,52.5,3,3,1,59.2,F,,,PENDING,0.4663,0
596,1596,CERT-2026-00596,Mobile Bootcamp 596,Mobile,29,2025-11-09,2025-11-16,COMPLETED,7,7,0,0,0.98,4.6,0.98,1.0,49.4,66.0,74.6,53.7,0,1,1,64.8,D,2025-11-19,2026-11-19,ISSUED,0.6922,1
599,1599,CERT-2026-00599,Cybersecurity Bootcamp 599,Cybersecurity,59,2026-03-19,2026-04-03,COMPLETED,7,4,1,2,0.56,3.9,0.94,0.97,76.0,62.1,94.2,71.3,0,1,4,74.3,C,2026-04-24,2027-04-24,ISSUED,0.7034,1
603,1603,CERT-2026-00603,Cloud Bootcamp 603,Cloud,54,2026-01-16,2026-01-30,COMPLETED,6,4,1,1,0.64,3.7,0.87,0.91,50.2,71.9,89.6,56.6,5,0,1,68.7,D,2026-02-15,2027-02-15,ISSUED,0.1642,1
604,1604,CERT-2026-00604,Data Science Bootcamp 604,Data Science,65,2026-02-07,2026-02-23,COMPLETED,8,4,2,2,0.53,3.5,0.79,0.92,53.0,55.3,51.8,62.5,9,0,0,57.8,F,,,REVOKED,0.269,0
608,1608,CERT-2026-00608,Web Development Bootcamp 608,Web Development,20,2025-12-08,2025-12-13,COMPLETED,14,5,5,4,0.39,3.8,0.79,1.0,37.0,53.7,67.6,44.0,3,3,0,53.0,F,,,REVOKED,0.0652,0
610,1610,CERT-2026-00610,Cloud Bootcamp 610,Cloud,38,2025-12-22,2026-01-01,COMPLETED,8,5,2,1,0.59,3.6,0.85,0.86,57.0,74.0,86.0,59.1,8,2,2,70.7,C,,,PENDING,0.228,0
613,1613,CERT-2026-00613,Web Development Bootcamp 613,Web Development,38,2026-01-29,2026-02-08,COMPLETED,6,5,0,1,0.88,4.1,1.0,0.92,64.0,88.4,91.6,78.2,5,2,2,83.0,B,,,PENDING,0.7337,0
615,1615,CERT-2026-00615,Cloud Bootcamp 615,Cloud,38,2026-03-18,2026-03-28,COMPLETED,10,8,1,1,0.82,4.4,0.86,0.81,55.1,72.7,60.8,80.1,6,0,1,69.7,D,,,PENDING,0.4468,0
616,1616,CERT-2026-00616,Cybersecurity Bootcamp 616,Cybersecurity,52,2025-10-10,2025-10-23,COMPLETED,4,4,0,0,0.97,4.2,1.0,0.96,100.0,100.0,87.2,98.2,3,0,3,97.9,A,2025-11-10,2026-11-10,ISSUED,0.9707,1
620,1620,CERT-2026-00620,UI/UX Bootcamp 620,UI/UX,29,2026-02-23,2026-03-02,COMPLETED,7,3,2,2,0.38,3.5,0.77,0.93,41.2,50.3,47.0,36.7,10,3,1,48.3,F,,,REVOKED,0.0154,0
621,1621,CERT-2026-00621,UI/UX Bootcamp 621,UI/UX,48,2025-11-24,2025-12-06,COMPLETED,10,9,0,1,0.88,5.0,1.0,0.89,78.8,70.8,67.1,80.9,8,0,2,76.6,C,2025-12-20,2026-12-20,ISSUED,0.9172,1
622,1622,CERT-2026-00622,Web Development Bootcamp 622,Web Development,47,2025-12-20,2026-01-01,COMPLETED,11,9,1,1,0.85,4.6,0.89,0.86,62.1,77.1,45.0,92.1,3,0,4,72.9,C,,,PENDING,0.6692,0
623,1623,CERT-2026-00623,Cloud Bootcamp 623,Cloud,45,2025-10-27,2025-11-07,COMPLETED,5,3,1,1,0.64,3.6,0.93,0.9,58.5,74.7,56.9,59.1,5,4,1,68.0,D,,,PENDING,0.2605,0
624,1624,CERT-2026-00624,Web Development Bootcamp 624,Web Development,46,2026-01-13,2026-01-25,COMPLETED,4,3,1,0,0.75,4.4,0.91,1.0,62.8,63.9,87.9,55.7,7,0,0,68.4,D,,,PENDING,0.6441,0
626,1626,CERT-2026-00626,Web Development Bootcamp 626,Web Development,40,2026-02-02,2026-02-12,COMPLETED,15,7,3,5,0.45,4.0,1.0,0.97,71.8,71.7,57.3,55.7,3,0,3,70.0,C,2026-03-02,2027-03-02,ISSUED,0.7659,1
627,1627,CERT-2026-00627,Mobile Bootcamp 627,Mobile,28,2025-12-22,2025-12-29,COMPLETED,12,10,1,1,0.8,5.0,0.96,1.0,70.8,74.0,55.3,78.7,8,1,1,73.6,C,2026-01-02,2027-01-02,ISSUED,0.5398,1
629,1629,CERT-2026-00629,UI/UX Bootcamp 629,UI/UX,44,2025-11-08,2025-11-19,COMPLETED,12,6,2,4,0.52,4.1,0.97,0.89,74.2,90.4,100.0,61.5,4,1,2,84.2,B,,,PENDING,0.6313,0
632,1632,CERT-2026-00632,UI/UX Bootcamp 632,UI/UX,41,2025-11-08,2025-11-18,COMPLETED,9,7,1,1,0.81,3.9,0.8,0.8,29.2,26.0,60.9,48.2,9,2,1,40.5,F,,,REVOKED,0.0274,0
633,1633,CERT-2026-00633,Data Science Bootcamp 633,Data Science,45,2025-11-02,2025-11-13,COMPLETED,8,8,0,0,0.94,,0.76,0.96,,67.9,64.1,25.2,13,1,0,58.3,F,,,PENDING,0.4522,0
634,1634,CERT-2026-00634,Data Science Bootcamp 634,Data Science,49,2025-10-16,2025-10-28,COMPLETED,9,6,1,2,0.65,3.8,0.75,0.83,55.5,61.2,57.3,57.9,3,5,1,60.3,D,,,PENDING,0.1981,0
636,1636,CERT-2026-00636,Web Development Bootcamp 636,Web Development,48,2025-10-30,2025-11-11,COMPLETED,6,3,1,2,0.43,4.0,0.92,0.96,42.5,39.3,76.6,61.1,8,0,0,54.0,F,,,REVOKED,0.3865,0
637,1637,CERT-2026-00637,Web Development Bootcamp 637,Web Development,42,2026-01-25,2026-02-04,COMPLETED,8,3,2,3,0.43,4.0,0.88,0.9,61.1,71.7,58.2,64.8,13,3,0,68.0,D,2026-02-19,2027-02-19,ISSUED,0.1858,1
638,1638,CERT-2026-00638,Web Development Bootcamp 638,Web Development,48,2025-12-06,2025-12-18,COMPLETED,4,2,1,1,0.41,4.3,0.83,0.96,49.8,59.6,47.0,64.8,9,1,0,58.9,F,2026-01-05,2027-01-05,ISSUED,0.4073,1
639,1639,CERT-2026-00639,Mobile Bootcamp 639,Mobile,36,2025-10-15,2025-10-24,COMPLETED,9,2,3,4,0.21,3.9,0.98,0.85,100.0,67.0,97.7,87.5,7,0,1,84.9,B,2025-11-06,2026-11-06,ISSUED,0.2851,1
640,1640,CERT-2026-00640,Web Development Bootcamp 640,Web Development,62,2026-03-12,2026-03-28,COMPLETED,6,4,1,1,0.67,4.6,1.0,0.82,71.0,95.7,55.1,78.0,0,1,3,82.2,B,2026-04-05,2027-04-05,ISSUED,0.7714,1
642,1642,CERT-2026-00642,Data Science Bootcamp 642,Data Science,56,2025-10-22,2025-11-05,COMPLETED,12,2,6,4,0.14,3.2,0.82,0.92,59.2,60.4,45.2,65.3,1,2,2,61.0,D,,,PENDING,0.2234,0
644,1644,CERT-2026-00644,Web Development Bootcamp 644,Web Development,42,2025-11-25,2025-12-05,COMPLETED,5,2,1,2,0.35,2.9,0.92,0.94,55.0,62.3,70.9,,0,0,3,63.7,D,2025-12-25,2026-12-25,ISSUED,0.5982,1
646,1646,CERT-2026-00646,Cybersecurity Bootcamp 646,Cybersecurity,57,2025-12-12,2025-12-26,COMPLETED,7,6,0,1,0.86,4.3,0.65,0.98,47.4,39.8,49.6,49.7,10,3,0,46.9,F,,,REVOKED,0.1937,0
647,1647,CERT-2026-00647,Mobile Bootcamp 647,Mobile,42,2025-10-10,2025-10-20,COMPLETED,11,7,2,2,0.61,4.2,0.88,1.0,39.2,34.2,72.6,41.3,10,2,0,47.2,F,,,REVOKED,0.2014,0
651,1651,CERT-2026-00651,Web Development Bootcamp 651,Web Development,53,2025-11-09,2025-11-22,COMPLETED,9,6,2,1,0.64,3.6,1.0,0.86,88.1,94.7,99.3,100.0,0,0,7,95.3,A,2025-12-08,2026-12-08,ISSUED,0.9501,1
652,1652,CERT-2026-00652,Cybersecurity Bootcamp 652,Cybersecurity,59,2026-01-14,2026-01-29,COMPLETED,6,4,1,1,0.66,4.1,0.79,0.93,75.7,80.3,64.2,63.3,8,1,0,74.2,C,,,PENDING,0.5551,0
653,1653,CERT-2026-00653,Mobile Bootcamp 653,Mobile,41,2025-12-06,2025-12-16,COMPLETED,8,6,1,1,0.75,4.3,0.96,0.95,72.0,90.3,83.7,89.5,3,1,4,85.8,B,2025-12-31,2026-12-31,ISSUED,0.816,1
655,1655,CERT-2026-00655,UI/UX Bootcamp 655,UI/UX,39,2026-02-24,2026-03-06,COMPLETED,11,7,2,2,0.63,3.8,0.99,1.0,72.5,68.8,100.0,73.6,7,0,3,77.8,C,,,PENDING,0.5969,0
658,1658,CERT-2026-00658,Cybersecurity Bootcamp 658,Cybersecurity,57,2026-01-21,2026-02-04,COMPLETED,10,7,1,2,0.7,4.4,0.84,0.96,36.7,68.9,54.1,48.0,4,1,1,57.9,F,,,REVOKED,0.3294,0
659,1659,CERT-2026-00659,Data Science Bootcamp 659,Data Science,55,2026-01-24,2026-02-07,COMPLETED,7,3,2,2,0.46,3.6,0.97,0.95,74.3,75.2,92.5,89.2,5,2,0,81.8,B,2026-02-18,2027-02-18,ISSUED,0.364,1
661,1661,CERT-2026-00661,Mobile Bootcamp 661,Mobile,55,2026-01-15,2026-01-29,COMPLETED,12,8,2,2,0.67,4.3,1.0,0.9,91.9,91.1,100.0,100.0,6,0,1,94.8,A,2026-02-04,2027-02-04,ISSUED,0.7634,1
662,1662,CERT-2026-00662,Cloud Bootcamp 662,Cloud,40,2026-03-05,2026-03-15,COMPLETED,5,2,1,2,0.39,3.5,0.85,0.81,49.5,64.6,72.7,63.9,5,2,2,64.3,D,,,PENDING,0.5432,0
664,1664,CERT-2026-00664,Cybersecurity Bootcamp 664,Cybersecurity,56,2025-11-20,2025-12-04,COMPLETED,9,6,2,1,0.69,4.2,0.86,0.81,66.5,70.9,58.6,72.3,6,2,0,69.9,D,,,PENDING,0.3784,0
665,1665,CERT-2026-00665,Cybersecurity Bootcamp 665,Cybersecurity,51,2025-11-13,2025-11-26,COMPLETED,9,5,3,1,0.5,4.0,0.94,1.0,67.9,70.3,42.4,66.0,9,2,1,67.5,D,2025-12-08,2026-12-08,ISSUED,0.6015,1
666,1666,CERT-2026-00666,Cybersecurity Bootcamp 666,Cybersecurity,66,2025-10-06,2025-10-22,COMPLETED,7,5,1,1,0.76,3.3,0.77,0.92,66.1,74.5,62.1,73.7,9,1,1,71.0,C,2025-11-07,2026-11-07,ISSUED,0.6162,1
668,1668,CERT-2026-00668,Web Development Bootcamp 668,Web Development,34,2025-12-09,2025-12-17,COMPLETED,9,5,1,3,0.54,3.7,0.85,0.95,59.0,79.1,65.3,66.8,5,0,2,71.4,C,2025-12-27,2026-12-27,ISSUED,0.8441,1
669,1669,CERT-2026-00669,Cybersecurity Bootcamp 669,Cybersecurity,60,2026-01-15,2026-01-30,COMPLETED,6,4,1,1,0.67,4.5,0.87,1.0,61.9,73.1,50.9,66.5,5,0,3,67.9,D,2026-02-11,2027-02-11,ISSUED,0.7837,1
671,1671,CERT-2026-00671,Web Development Bootcamp 671,Web Development,35,2026-02-21,2026-03-02,COMPLETED,4,2,1,1,0.6,3.9,1.0,0.95,79.0,79.7,88.2,64.3,4,2,3,80.3,B,,,PENDING,0.5606,0
672,1672,CERT-2026-00672,Cloud Bootcamp 672,Cloud,27,2026-01-11,2026-01-18,COMPLETED,5,3,1,1,0.62,4.8,0.93,0.88,59.8,76.3,70.4,85.0,0,1,1,74.9,C,2026-02-03,2027-02-03,ISSUED,0.6662,1
681,1681,CERT-2026-00681,Mobile Bootcamp 681,Mobile,56,2025-12-15,2025-12-29,COMPLETED,11,5,3,3,0.41,3.9,1.0,0.75,71.4,82.0,88.7,72.9,10,1,4,81.0,B,2026-01-12,2027-01-12,ISSUED,0.7154,1
682,1682,CERT-2026-00682,Cybersecurity Bootcamp 682,Cybersecurity,67,2025-10-14,2025-10-31,COMPLETED,2,2,0,0,0.84,4.1,0.94,1.0,66.8,76.9,59.2,83.0,9,1,1,74.9,C,2025-11-15,2026-11-15,ISSUED,0.8647,1
685,1685,CERT-2026-00685,Cloud Bootcamp 685,Cloud,56,2025-11-09,2025-11-23,COMPLETED,12,6,4,2,0.48,3.8,0.73,0.88,37.9,51.3,32.4,38.5,12,2,0,45.8,F,,,REVOKED,0.0538,0
686,1686,CERT-2026-00686,Web Development Bootcamp 686,Web Development,51,2025-12-19,2026-01-01,COMPLETED,8,4,1,3,0.48,4.5,0.99,0.93,93.2,100.0,100.0,92.6,5,0,3,97.2,A,2026-01-09,2027-01-09,ISSUED,0.9104,1
687,1687,CERT-2026-00687,Cybersecurity Bootcamp 687,Cybersecurity,65,2026-01-08,2026-01-24,COMPLETED,8,4,2,2,0.48,3.5,0.95,1.0,44.8,69.6,55.6,66.5,15,1,1,64.2,D,2026-01-29,2027-01-29,ISSUED,0.685,1
688,1688,CERT-2026-00688,Mobile Bootcamp 688,Mobile,43,2025-10-12,2025-10-23,COMPLETED,9,5,2,2,0.54,4.0,0.85,0.94,74.1,89.2,79.6,66.5,6,0,5,80.5,B,2025-11-13,2026-11-13,ISSUED,0.9508,1
689,1689,CERT-2026-00689,Mobile Bootcamp 689,Mobile,39,2025-12-24,2026-01-03,COMPLETED,6,2,2,2,0.36,3.1,0.88,0.9,45.0,45.8,72.4,54.8,4,2,3,55.0,F,,,REVOKED,0.0903,0
691,1691,CERT-2026-00691,Mobile Bootcamp 691,Mobile,54,2025-11-21,2025-12-05,COMPLETED,11,2,4,5,0.19,3.1,0.67,1.0,42.6,67.0,28.3,43.5,4,1,2,52.5,F,2025-12-18,2026-12-18,ISSUED,0.4404,1
693,1693,CERT-2026-00693,Data Science Bootcamp 693,Data Science,75,2026-01-01,2026-01-20,COMPLETED,10,5,1,4,0.54,4.3,1.0,0.91,,42.9,84.3,63.6,4,0,0,60.2,D,2026-01-22,2027-01-22,ISSUED,0.206,1
694,1694,CERT-2026-00694,UI/UX Bootcamp 694,UI/UX,43,2025-12-14,2025-12-25,COMPLETED,8,3,2,3,0.37,3.4,0.94,0.87,,59.6,63.6,,5,1,1,61.6,D,,,PENDING,0.236,0
696,1696,CERT-2026-00696,Data Science Bootcamp 696,Data Science,56,2025-11-18,2025-12-02,COMPLETED,9,6,1,2,0.67,4.6,0.95,1.0,66.1,56.7,74.9,70.2,7,4,1,67.3,D,2025-12-07,2026-12-07,ISSUED,0.6216,1
697,1697,CERT-2026-00697,Mobile Bootcamp 697,Mobile,55,2025-12-23,2026-01-06,COMPLETED,9,5,3,1,0.52,3.8,0.99,0.86,,87.5,71.6,64.7,3,0,0,75.4,C,2026-01-25,2027-01-25,ISSUED,0.7918,1
699,1699,CERT-2026-00699,Data Science Bootcamp 699,Data Science,50,2025-10-17,2025-10-29,COMPLETED,8,7,0,1,0.84,4.1,0.61,0.89,,44.4,60.9,41.3,8,1,0,50.0,F,2025-11-08,2026-11-08,ISSUED,0.0667,1
701,1701,CERT-2026-00701,Web Development Bootcamp 701,Web Development,36,2025-12-06,2025-12-15,COMPLETED,6,4,1,1,0.68,4.1,0.74,0.95,49.6,53.3,89.3,48.3,13,2,1,58.8,F,,,PENDING,0.1194,0
702,1702,CERT-2026-00702,Web Development Bootcamp 702,Web Development,34,2025-10-17,2025-10-25,COMPLETED,9,5,2,2,0.53,4.2,1.0,0.97,71.6,72.7,76.5,87.4,2,0,0,78.1,C,2025-11-04,2026-11-04,ISSUED,0.5986,1
704,1704,CERT-2026-00704,Mobile Bootcamp 704,Mobile,37,2025-11-30,2025-12-09,COMPLETED,4,3,1,0,0.73,4.2,0.97,0.9,66.1,66.5,52.6,71.1,14,1,2,68.3,D,,,PENDING,0.4417,0
705,1705,CERT-2026-00705,Cybersecurity Bootcamp 705,Cybersecurity,62,2026-01-10,2026-01-26,COMPLETED,9,3,3,3,0.39,3.7,0.9,0.93,69.8,90.8,85.5,,6,3,0,79.6,C,2026-02-13,2027-02-13,ISSUED,0.3476,1
706,1706,CERT-2026-00706,UI/UX Bootcamp 706,UI/UX,40,2026-01-14,2026-01-24,COMPLETED,8,4,2,2,0.47,2.8,0.6,0.91,44.0,50.3,34.9,31.7,3,6,1,44.8,F,,,REVOKED,0.0293,0
710,1710,CERT-2026-00710,Cybersecurity Bootcamp 710,Cybersecurity,63,2026-01-13,2026-01-29,COMPLETED,12,5,2,5,0.42,3.8,1.0,0.94,63.3,73.7,100.0,99.8,3,0,3,81.9,B,2026-02-09,2027-02-09,ISSUED,0.6763,1
711,1711,CERT-2026-00711,Cybersecurity Bootcamp 711,Cybersecurity,55,2026-03-13,2026-03-27,COMPLETED,7,6,0,1,0.81,4.7,1.0,0.94,85.9,77.9,100.0,95.3,7,1,3,87.7,B,2026-04-14,2027-04-14,ISSUED,0.8555,1
712,1712,CERT-2026-00712,Cybersecurity Bootcamp 712,Cybersecurity,66,2025-12-30,2026-01-15,COMPLETED,11,8,2,1,0.74,3.9,0.82,0.94,53.6,72.5,56.4,,5,1,0,64.2,D,,,PENDING,0.3471,0
713,1713,CERT-2026-00713,Web Development Bootcamp 713,Web Development,39,2025-11-30,2025-12-10,COMPLETED,13,10,1,2,0.75,4.6,0.97,0.91,57.2,53.9,77.6,55.0,7,1,0,62.4,D,,,PENDING,0.1241,0
715,1715,CERT-2026-00715,Web Development Bootcamp 715,Web Development,36,2025-10-30,2025-11-08,COMPLETED,11,6,1,4,0.54,4.3,0.63,0.98,42.0,49.0,17.9,43.8,9,3,0,43.7,F,,,REVOKED,0.1388,0
717,1717,CERT-2026-00717,Mobile Bootcamp 717,Mobile,44,2026-01-02,2026-01-13,COMPLETED,10,5,3,2,0.55,4.5,0.76,0.98,57.6,73.6,60.4,42.9,5,2,1,63.6,D,,,PENDING,0.3365,0
718,1718,CERT-2026-00718,Cybersecurity Bootcamp 718,Cybersecurity,51,2025-12-14,2025-12-27,COMPLETED,6,1,2,3,0.11,3.7,0.71,0.93,47.5,64.2,25.2,30.6,3,3,0,50.4,F,,,REVOKED,0.1371,0
719,1719,CERT-2026-00719,Mobile Bootcamp 719,Mobile,43,2026-03-29,2026-04-09,COMPLETED,11,3,5,3,0.29,3.6,0.85,0.95,56.1,74.1,64.4,80.2,5,2,2,70.8,C,,,PENDING,0.3474,0
720,1720,CERT-2026-00720,Cloud Bootcamp 720,Cloud,42,2025-11-30,2025-12-10,COMPLETED,9,2,3,4,0.2,3.0,0.99,0.93,62.2,88.0,72.2,,0,3,1,75.9,C,2025-12-17,2026-12-17,ISSUED,0.2389,1
721,1721,CERT-2026-00721,Data Science Bootcamp 721,Data Science,44,2025-11-30,2025-12-11,COMPLETED,3,2,0,1,0.68,5.0,0.68,0.89,30.2,42.0,45.0,52.3,15,2,0,44.1,F,,,REVOKED,0.052,0
723,1723,CERT-2026-00723,Mobile Bootcamp 723,Mobile,48,2025-11-06,2025-11-18,COMPLETED,8,2,3,3,0.28,2.6,0.77,0.89,,36.6,30.9,34.2,8,2,0,43.3,F,,,REVOKED,0.061,0
725,1725,CERT-2026-00725,Mobile Bootcamp 725,Mobile,49,2025-12-20,2026-01-01,COMPLETED,2,2,0,0,0.89,3.6,0.87,0.92,57.1,50.4,58.9,78.3,5,0,0,61.2,D,,,PENDING,0.0851,0
726,1726,CERT-2026-00726,UI/UX Bootcamp 726,UI/UX,46,2025-10-28,2025-11-09,COMPLETED,9,4,2,3,0.43,3.1,0.62,0.92,46.1,63.2,46.7,66.2,6,2,0,57.5,F,,,REVOKED,0.1597,0
729,1729,CERT-2026-00729,Web Development Bootcamp 729,Web Development,45,2026-01-14,2026-01-25,COMPLETED,5,3,1,1,0.65,3.3,1.0,1.0,81.1,95.5,58.4,82.7,6,2,2,85.5,B,,,PENDING,0.8999,0
731,1731,CERT-2026-00731,Mobile Bootcamp 731,Mobile,43,2026-03-04,2026-03-15,COMPLETED,5,3,1,1,0.63,3.9,0.85,0.89,59.3,65.2,79.7,80.3,6,0,4,70.3,C,2026-03-20,2027-03-20,ISSUED,0.7042,1
732,1732,CERT-2026-00732,Web Development Bootcamp 732,Web Development,58,2026-03-12,2026-03-26,COMPLETED,9,6,1,2,0.68,4.6,0.94,1.0,76.6,100.0,80.8,97.7,9,0,1,91.2,A,2026-04-03,2027-04-03,ISSUED,0.7821,1
734,1734,CERT-2026-00734,Mobile Bootcamp 734,Mobile,34,2026-03-26,2026-04-03,COMPLETED,11,7,2,2,0.63,,0.94,0.92,77.0,93.5,78.1,77.9,3,0,2,85.3,B,,,PENDING,0.8094,0
736,1736,CERT-2026-00736,Data Science Bootcamp 736,Data Science,63,2026-03-26,2026-04-11,COMPLETED,8,7,1,0,0.93,4.1,0.93,0.87,57.6,66.3,98.7,66.8,3,3,2,71.7,C,,,PENDING,0.3242,0
737,1737,CERT-2026-00737,Data Science Bootcamp 737,Data Science,63,2026-01-26,2026-02-11,COMPLETED,8,6,1,1,0.81,5.0,0.95,0.94,90.5,77.6,68.1,60.7,4,1,1,78.1,C,,,PENDING,0.5513,0
