training_id,client_id,certificate_number,training_title,category,duration_hours,training_duration_days,start_date,end_date,cancel_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,performance_index,engagement_index,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
1209,2209,CERT-2026-01209,Mobile Bootcamp 1209,Mobile,42,10,2024-12-23,2025-01-02,,COMPLETED,7,6,1,0,0.86,,0.93,0.92,58.1,70.0,99.0,72.9,0,0,1,67.2,96.5,72.9,C,,,PENDING,0.4341,0
1210,2210,CERT-2026-01210,Cloud Bootcamp 1210,Cloud,61,15,2024-10-26,2024-11-10,,COMPLETED,6,4,1,1,0.63,4.6,1.0,0.96,100.0,99.2,100.0,96.0,0,1,4,98.6,98.4,99.1,A,2024-12-02,2025-12-02,EXPIRED,0.9146,1
1211,2211,CERT-2026-01211,UI/UX Bootcamp 1211,UI/UX,47,12,2025-01-28,2025-02-09,,COMPLETED,11,8,1,2,0.69,4.2,0.93,0.93,,62.5,61.1,84.0,0,2,1,65.9,80.0,66.2,D,,,PENDING,0.5817,0
1212,2212,CERT-2026-01212,Cybersecurity Bootcamp 1212,Cybersecurity,54,14,2024-12-16,2024-12-30,,COMPLETED,12,5,4,3,0.4,2.8,0.88,0.89,50.6,62.0,64.0,33.0,0,4,0,51.3,75.6,57.5,F,2025-01-10,2026-01-10,EXPIRED,0.4515,1
1213,2213,CERT-2026-01213,Cybersecurity Bootcamp 1213,Cybersecurity,31,8,2024-11-20,2024-11-28,,COMPLETED,6,4,1,1,0.61,4.5,1.0,0.88,79.5,71.7,95.7,94.6,0,0,1,79.8,98.5,81.9,B,2024-12-05,2025-12-05,EXPIRED,0.6733,1
1214,2214,CERT-2026-01214,Cybersecurity Bootcamp 1214,Cybersecurity,64,16,2026-02-20,2026-03-07,2026-03-07,CANCELLED,3,3,0,0,1.0,5.0,1.0,0.45,89.3,,99.2,83.0,19,1,2,71.8,98.1,75.6,C,,,REVOKED,0.0,0
1215,2215,CERT-2026-01215,Cloud Bootcamp 1215,Cloud,61,15,2026-02-23,2026-02-25,2026-02-25,CANCELLED,4,2,1,1,0.52,3.4,0.73,0.16,35.5,,37.8,54.8,24,1,2,48.7,64.5,49.2,F,,,REVOKED,0.0,0
1216,2216,CERT-2026-01216,Web Development Bootcamp 1216,Web Development,29,7,2025-02-02,2025-02-09,,COMPLETED,7,4,1,2,0.58,4.5,1.0,0.94,100.0,97.6,71.0,77.8,0,0,4,93.4,89.8,92.4,A,2025-03-06,2026-03-06,EXPIRED,0.8311,1
1217,2217,CERT-2026-01217,Cybersecurity Bootcamp 1217,Cybersecurity,45,11,2026-03-09,2026-03-12,2026-03-12,CANCELLED,3,2,0,1,0.64,4.2,0.9,0.33,53.3,,98.3,71.2,10,3,0,58.1,90.1,64.4,D,,,REVOKED,0.0,0
1218,2218,CERT-2026-01218,Cloud Bootcamp 1218,Cloud,65,16,2026-04-23,2026-05-09,,UPCOMING,7,3,2,2,0.45,3.9,0.9,0.04,,,89.8,,25,1,0,55.6,90.3,62.2,D,,,PENDING,0.0,0
1219,2219,CERT-2026-01219,Cybersecurity Bootcamp 1219,Cybersecurity,63,16,2026-01-10,2026-01-22,2026-01-22,CANCELLED,4,2,1,1,0.54,4.1,0.9,0.38,64.7,,93.4,52.8,14,0,0,56.9,93.2,64.0,D,,,REVOKED,0.0,0
1220,2220,CERT-2026-01220,Web Development Bootcamp 1220,Web Development,46,12,2026-04-10,2026-04-25,,ONGOING,2,1,0,1,0.74,4.1,0.98,0.38,83.2,,79.1,66.1,1,2,2,65.8,88.6,69.2,D,,,PENDING,0.0,0
1221,2221,CERT-2026-01221,Cloud Bootcamp 1221,Cloud,82,20,2025-08-20,2025-09-09,,COMPLETED,4,2,1,1,0.48,4.1,0.88,0.93,66.4,68.5,90.7,57.0,0,2,1,65.0,88.1,70.6,C,,,PENDING,0.2851,0
1222,2222,CERT-2026-01222,Data Science Bootcamp 1222,Data Science,61,15,2025-08-31,2025-09-15,,COMPLETED,7,4,1,2,0.58,3.7,0.7,0.94,53.0,53.4,34.3,50.5,0,2,1,52.6,60.3,51.9,F,,,PENDING,0.0932,0
1223,2223,CERT-2026-01223,Data Science Bootcamp 1223,Data Science,60,15,2026-04-07,2026-05-01,,ONGOING,3,2,0,1,0.59,4.3,0.94,0.49,73.9,,70.0,84.4,21,1,2,67.6,85.2,68.2,D,,,PENDING,0.0,0
1224,2224,CERT-2026-01224,Data Science Bootcamp 1224,Data Science,58,14,2026-04-22,2026-05-06,,UPCOMING,4,3,0,1,0.87,5.0,0.87,0.03,,,100.0,,17,3,5,55.6,89.4,63.2,D,,,PENDING,0.0,0
1225,2225,CERT-2026-01225,Mobile Bootcamp 1225,Mobile,25,6,2025-04-17,2025-04-23,,COMPLETED,4,3,1,0,0.64,,1.0,1.0,82.2,100.0,100.0,91.3,0,2,4,92.5,96.8,94.5,A,,,PENDING,0.8152,0
1226,2226,CERT-2026-01226,Cloud Bootcamp 1226,Cloud,59,15,2026-04-10,2026-04-23,,ONGOING,6,4,1,1,0.59,4.1,0.87,0.67,94.1,,95.8,67.7,8,0,3,69.5,92.7,73.2,C,,,PENDING,0.0,0
1227,2227,CERT-2026-01227,Data Science Bootcamp 1227,Data Science,72,18,2026-04-19,2026-05-07,,UPCOMING,6,4,1,1,0.62,3.9,0.77,0.03,,,45.7,,19,1,1,55.6,69.0,55.9,F,,,PENDING,0.0,0
1228,2228,CERT-2026-01228,UI/UX Bootcamp 1228,UI/UX,29,7,2026-04-21,2026-04-28,,UPCOMING,2,0,1,1,0.25,3.3,0.63,0.09,,,42.0,,27,0,0,55.6,63.0,54.3,F,,,PENDING,0.0,0
1229,2229,CERT-2026-01229,Cloud Bootcamp 1229,Cloud,45,11,2025-07-10,2025-07-21,,COMPLETED,5,0,3,2,0.09,2.6,0.62,0.82,32.0,46.2,33.5,,0,1,0,44.9,58.0,44.2,F,,,REVOKED,0.0741,0
1230,2230,CERT-2026-01230,Data Science Bootcamp 1230,Data Science,56,14,2025-01-21,2025-02-04,,COMPLETED,11,8,1,2,0.69,3.8,0.55,0.92,29.4,49.4,45.5,28.1,0,2,0,38.1,57.5,41.6,F,,,REVOKED,0.0366,0
1231,2231,CERT-2026-01231,Cloud Bootcamp 1231,Cloud,34,8,2026-02-19,2026-02-27,,COMPLETED,9,8,1,0,0.89,4.4,0.85,0.89,56.3,55.6,68.7,72.3,0,5,0,60.0,74.3,62.0,D,,,PENDING,0.3899,0
1232,2232,CERT-2026-01232,Web Development Bootcamp 1232,Web Development,61,15,2026-04-06,2026-04-27,,ONGOING,3,1,1,1,0.45,4.2,0.9,0.53,89.7,,93.9,92.6,17,1,2,74.4,91.8,75.6,C,,,PENDING,0.0,0
1233,2233,CERT-2026-01233,Mobile Bootcamp 1233,Mobile,27,7,2025-04-04,2025-04-11,,COMPLETED,9,6,1,2,0.68,4.5,0.91,0.93,63.5,76.8,76.2,53.5,0,0,0,67.0,87.6,71.4,C,,,PENDING,0.4763,0
1234,2234,CERT-2026-01234,Cloud Bootcamp 1234,Cloud,52,13,2026-02-17,2026-03-02,,COMPLETED,9,3,3,3,0.37,3.7,0.97,1.0,100.0,100.0,52.3,100.0,0,1,3,100.0,80.4,94.0,A,2026-03-07,2027-03-07,ISSUED,0.8799,1
1235,2235,CERT-2026-01235,Web Development Bootcamp 1235,Web Development,28,7,2025-10-03,2025-10-10,,COMPLETED,14,10,2,2,0.73,4.7,0.75,0.95,56.9,65.0,48.6,54.8,0,2,0,60.0,67.6,60.5,D,2025-10-29,2026-10-29,ISSUED,0.354,1
1236,2236,CERT-2026-01236,Web Development Bootcamp 1236,Web Development,45,11,2025-06-07,2025-06-18,,COMPLETED,6,3,2,1,0.56,4.4,1.0,1.0,65.7,74.6,100.0,83.0,0,0,3,74.0,100.0,78.7,C,2025-07-10,2026-07-10,ISSUED,0.1847,1
1237,2237,CERT-2026-01237,Data Science Bootcamp 1237,Data Science,62,16,2025-10-30,2025-11-15,,COMPLETED,8,6,1,1,0.71,3.5,0.8,0.88,55.7,59.9,50.6,35.4,0,1,0,52.5,72.1,56.0,F,,,PENDING,0.3166,0
1238,2238,CERT-2026-01238,Mobile Bootcamp 1238,Mobile,34,8,2024-08-25,2024-09-02,,COMPLETED,7,0,4,3,0.06,2.8,0.88,0.96,51.8,59.6,82.8,51.4,0,3,1,55.2,83.8,61.6,D,,,PENDING,0.1086,0
1239,2239,CERT-2026-01239,Mobile Bootcamp 1239,Mobile,49,12,2024-09-06,2024-09-18,,COMPLETED,16,7,4,5,0.45,,0.88,0.94,78.0,86.7,75.3,70.1,0,2,2,79.9,82.8,81.0,B,2024-09-25,2025-09-25,EXPIRED,0.5399,1
1240,2240,CERT-2026-01240,Web Development Bootcamp 1240,Web Development,58,14,2026-04-08,2026-04-21,,ONGOING,5,4,0,1,0.75,4.5,0.98,0.5,94.9,,68.5,79.9,9,0,3,72.7,88.1,72.7,C,,,PENDING,0.0,0
1241,2241,CERT-2026-01241,Web Development Bootcamp 1241,Web Development,33,8,2026-05-18,2026-05-26,,UPCOMING,3,2,0,1,0.68,3.8,0.63,0.05,,,43.6,,15,5,0,55.6,55.6,54.5,F,,,PENDING,0.0,0
1242,2242,CERT-2026-01242,Web Development Bootcamp 1242,Web Development,44,11,2026-02-28,2026-03-11,,COMPLETED,7,4,1,2,0.56,4.1,0.84,1.0,58.7,58.6,58.1,61.4,0,0,1,59.3,78.1,61.0,D,2026-03-14,2027-03-14,ISSUED,0.6479,1
1243,2243,CERT-2026-01243,Cybersecurity Bootcamp 1243,Cybersecurity,63,16,2026-01-17,2026-01-23,2026-01-23,CANCELLED,11,4,2,5,0.33,3.4,0.83,0.21,54.9,,73.7,83.7,18,2,1,61.7,79.9,63.1,D,,,REVOKED,0.0,0
1244,2244,CERT-2026-01244,Web Development Bootcamp 1244,Web Development,28,7,2025-08-28,2025-09-04,,COMPLETED,8,7,0,1,0.88,4.7,0.92,0.96,65.2,71.9,95.5,77.7,0,1,0,71.3,93.2,75.5,C,,,PENDING,0.5444,0
1245,2245,CERT-2026-01245,Data Science Bootcamp 1245,Data Science,55,14,2026-05-20,2026-06-03,,UPCOMING,2,1,1,0,0.49,3.7,0.97,0.05,,,77.2,,22,3,1,55.6,85.9,61.3,D,,,PENDING,0.0,0
1246,2246,CERT-2026-01246,Cybersecurity Bootcamp 1246,Cybersecurity,48,12,2026-01-30,2026-02-11,,COMPLETED,9,5,1,3,0.52,3.9,0.89,0.96,,82.5,86.8,75.3,0,2,1,72.8,87.2,76.2,C,2026-02-16,2027-02-16,ISSUED,0.7061,1
1247,2247,CERT-2026-01247,Cybersecurity Bootcamp 1247,Cybersecurity,57,14,2025-04-20,2025-05-04,,COMPLETED,9,6,1,2,0.72,4.3,0.79,0.92,48.0,73.2,59.8,44.1,0,3,0,58.4,71.7,61.9,D,,,PENDING,0.2205,0
1248,2248,CERT-2026-01248,UI/UX Bootcamp 1248,UI/UX,30,8,2024-08-10,2024-08-18,,COMPLETED,7,3,2,2,0.4,4.1,1.0,0.95,100.0,88.4,100.0,95.5,0,2,2,93.7,96.8,94.5,A,2024-08-26,2025-08-26,EXPIRED,0.7703,1
1249,2249,CERT-2026-01249,UI/UX Bootcamp 1249,UI/UX,19,5,2025-01-10,2025-01-15,,COMPLETED,11,4,4,3,0.37,3.8,0.91,1.0,61.8,71.2,64.8,76.2,0,4,1,69.6,77.2,70.5,C,,,PENDING,0.3308,0
1250,2250,CERT-2026-01250,Cloud Bootcamp 1250,Cloud,56,14,2026-05-23,2026-06-06,,UPCOMING,1,1,0,0,0.61,,0.99,0.06,,,95.3,,19,0,2,55.6,97.9,63.6,D,,,PENDING,0.0,0
1251,2251,CERT-2026-01251,Web Development Bootcamp 1251,Web Development,39,10,2025-06-17,2025-06-27,,COMPLETED,7,5,1,1,0.77,4.8,0.8,0.82,61.3,69.6,43.5,58.1,0,2,0,64.2,68.0,63.7,D,,,PENDING,0.1937,0
1252,2252,CERT-2026-01252,Cloud Bootcamp 1252,Cloud,61,15,2026-05-05,2026-05-20,,UPCOMING,6,3,2,1,0.45,3.9,0.7,0.0,,,55.7,,20,4,0,55.6,64.6,56.5,F,,,PENDING,0.0,0
1253,2253,CERT-2026-01253,Cybersecurity Bootcamp 1253,Cybersecurity,30,8,2026-01-16,2026-01-24,,COMPLETED,12,5,3,4,0.46,3.8,0.63,0.97,33.8,51.0,44.4,41.3,0,4,0,43.4,57.5,45.7,F,,,REVOKED,0.037,0
1254,2254,CERT-2026-01254,Web Development Bootcamp 1254,Web Development,54,14,2024-08-08,2024-08-22,,COMPLETED,5,4,0,1,0.86,4.2,0.87,0.82,57.2,51.0,62.7,46.7,0,1,2,51.8,79.5,56.2,F,,,REVOKED,0.1094,0
1255,2255,CERT-2026-01255,Data Science Bootcamp 1255,Data Science,77,19,2025-11-10,2025-11-25,2025-11-25,CANCELLED,6,4,1,1,0.63,4.6,1.0,0.25,91.9,,100.0,90.9,11,1,6,74.6,98.4,77.5,C,,,REVOKED,0.0,0
1256,2256,CERT-2026-01256,Mobile Bootcamp 1256,Mobile,29,7,2024-12-12,2024-12-19,,COMPLETED,9,7,1,1,0.76,4.7,0.82,0.95,71.2,74.6,75.8,61.2,0,5,0,70.2,75.4,72.6,C,,,PENDING,0.2326,0
1257,2257,CERT-2026-01257,UI/UX Bootcamp 1257,UI/UX,37,9,2026-04-12,2026-04-28,,ONGOING,3,2,1,0,0.6,3.2,0.68,0.37,30.7,,38.5,41.4,12,3,1,43.9,59.3,45.9,F,,,PENDING,0.0,0
1258,2258,CERT-2026-01258,Data Science Bootcamp 1258,Data Science,46,12,2025-08-12,2025-08-24,,COMPLETED,9,4,3,2,0.45,3.9,1.0,1.0,90.3,100.0,84.3,76.0,0,0,4,91.1,94.5,92.4,A,2025-08-27,2026-08-27,ISSUED,0.8178,1
1259,2259,CERT-2026-01259,Mobile Bootcamp 1259,Mobile,32,8,2025-09-09,2025-09-17,,COMPLETED,10,8,1,1,0.8,4.6,0.69,0.91,36.4,30.1,40.5,39.2,0,1,0,34.3,63.6,37.2,F,2025-09-29,2026-09-29,ISSUED,0.1269,1
1260,2260,CERT-2026-01260,Web Development Bootcamp 1260,Web Development,50,12,2025-04-23,2025-05-05,,COMPLETED,8,5,2,1,0.68,4.0,0.96,1.0,100.0,100.0,87.3,91.3,0,2,2,97.8,90.6,96.9,A,2025-05-19,2026-05-19,ISSUED,0.8189,1
1261,2261,CERT-2026-01261,Cybersecurity Bootcamp 1261,Cybersecurity,60,15,2026-04-07,2026-04-22,,ONGOING,3,2,0,1,0.55,3.8,0.93,0.92,91.2,,66.9,96.2,9,2,3,75.7,82.1,73.5,C,,,PENDING,0.0,0
1262,2262,CERT-2026-01262,Web Development Bootcamp 1262,Web Development,15,4,2024-12-08,2024-12-12,,COMPLETED,9,8,0,1,0.92,5.0,0.72,0.91,43.1,68.8,92.2,,0,1,1,58.4,83.1,64.2,D,2025-01-11,2026-01-11,EXPIRED,0.5437,1
1263,2263,CERT-2026-01263,Mobile Bootcamp 1263,Mobile,25,6,2026-04-11,2026-04-27,,ONGOING,3,2,1,0,0.7,3.7,0.85,0.56,65.0,,84.8,57.4,26,2,2,58.2,84.7,63.3,D,,,PENDING,0.0,0
1264,2264,CERT-2026-01264,Cloud Bootcamp 1264,Cloud,58,14,2025-06-18,2025-07-02,,COMPLETED,6,5,0,1,0.9,4.1,0.86,0.92,55.1,63.9,61.8,66.1,0,2,1,61.8,77.1,63.6,D,,,PENDING,0.4385,0
1265,2265,CERT-2026-01265,Cloud Bootcamp 1265,Cloud,43,11,2024-10-27,2024-11-07,,COMPLETED,9,6,1,2,0.71,4.3,0.87,0.93,89.4,97.0,98.7,91.8,0,2,3,93.4,90.5,93.9,A,2024-11-29,2025-11-29,EXPIRED,0.7203,1
1266,2266,CERT-2026-01266,Data Science Bootcamp 1266,Data Science,48,12,2025-12-12,2025-12-24,,COMPLETED,10,5,1,4,0.49,3.3,0.89,0.98,75.0,79.4,86.0,56.6,0,4,1,72.4,83.8,76.7,C,2026-01-22,2027-01-22,ISSUED,0.6869,1
1267,2267,CERT-2026-01267,Web Development Bootcamp 1267,Web Development,46,12,2025-10-06,2025-10-15,2025-10-15,CANCELLED,6,4,1,1,0.69,4.2,1.0,0.35,74.5,,93.5,66.7,9,3,3,63.3,92.9,69.1,D,,,REVOKED,0.0,0
1268,2268,CERT-2026-01268,Cloud Bootcamp 1268,Cloud,50,12,2026-04-06,2026-04-21,,ONGOING,4,1,1,2,0.23,3.1,0.92,0.54,63.5,,84.0,82.7,14,2,3,64.0,87.6,66.9,D,,,PENDING,0.0,0
1269,2269,CERT-2026-01269,Cloud Bootcamp 1269,Cloud,61,15,2026-03-15,2026-03-24,2026-03-24,CANCELLED,7,3,1,3,0.46,4.0,0.98,0.34,83.4,,91.0,60.3,11,2,3,64.4,92.8,69.9,D,,,REVOKED,0.0,0
1270,2270,CERT-2026-01270,Cloud Bootcamp 1270,Cloud,54,14,2025-12-04,2025-12-16,2025-12-16,CANCELLED,3,2,0,1,0.57,4.3,0.84,0.54,76.4,,54.1,70.5,23,1,2,64.8,75.1,64.1,D,,,REVOKED,0.0,0
1271,2271,CERT-2026-01271,Web Development Bootcamp 1271,Web Development,42,10,2026-03-20,2026-03-30,,COMPLETED,7,3,1,3,0.48,,0.88,0.98,69.8,70.2,100.0,68.0,0,1,3,69.5,93.0,74.8,C,,,PENDING,0.4185,0
1272,2272,CERT-2026-01272,Mobile Bootcamp 1272,Mobile,51,13,2026-05-15,2026-05-28,,UPCOMING,5,2,2,1,0.4,4.3,1.0,0.05,,,77.0,,21,1,5,55.6,90.4,61.5,D,,,PENDING,0.0,0
1273,2273,CERT-2026-01273,Cloud Bootcamp 1273,Cloud,55,14,2025-12-11,2025-12-25,,COMPLETED,13,7,2,4,0.56,4.4,0.95,1.0,83.2,96.2,54.7,78.9,0,0,4,88.0,81.9,85.6,B,2026-01-13,2027-01-13,ISSUED,0.8673,1
1274,2274,CERT-2026-01274,Web Development Bootcamp 1274,Web Development,42,10,2026-04-08,2026-04-26,,ONGOING,4,3,0,1,0.72,4.8,0.96,0.77,95.1,,84.6,69.3,11,0,2,70.2,92.8,73.0,C,,,PENDING,0.0,0
1275,2275,CERT-2026-01275,Cybersecurity Bootcamp 1275,Cybersecurity,62,16,2025-04-16,2025-05-02,,COMPLETED,6,4,1,1,0.69,,1.0,0.96,100.0,100.0,100.0,84.4,0,3,1,96.1,95.2,97.8,A,,,PENDING,0.5357,0
1276,2276,CERT-2026-01276,Cloud Bootcamp 1276,Cloud,52,13,2026-05-18,2026-05-31,,UPCOMING,4,2,1,1,0.5,3.4,0.86,0.01,,,73.4,,9,2,0,55.6,81.2,59.9,F,,,PENDING,0.0,0
1277,2277,CERT-2026-01277,Cybersecurity Bootcamp 1277,Cybersecurity,48,12,2026-01-17,2026-01-24,2026-01-24,CANCELLED,3,1,1,1,0.25,2.8,0.64,0.45,46.5,,55.0,36.1,4,2,0,47.3,64.8,50.6,F,,,REVOKED,0.0,0
1278,2278,CERT-2026-01278,Mobile Bootcamp 1278,Mobile,33,8,2026-04-09,2026-04-23,,ONGOING,7,6,1,0,0.85,4.3,0.74,0.6,60.5,,51.6,50.5,12,1,2,55.1,69.8,56.4,F,,,PENDING,0.0,0
1279,2279,CERT-2026-01279,Data Science Bootcamp 1279,Data Science,51,13,2026-04-06,2026-04-23,,ONGOING,5,4,0,1,0.71,3.7,0.89,0.52,73.2,,69.2,78.5,1,1,0,65.9,82.7,66.7,D,,,PENDING,0.0,0
1280,2280,CERT-2026-01280,Cloud Bootcamp 1280,Cloud,50,12,2025-10-29,2025-11-04,2025-11-04,CANCELLED,3,1,1,1,0.45,4.3,0.78,0.47,75.8,,55.1,81.7,6,1,2,67.5,72.8,65.2,D,,,REVOKED,0.0,0
1281,2281,CERT-2026-01281,UI/UX Bootcamp 1281,UI/UX,36,9,2024-08-25,2024-09-03,,COMPLETED,9,5,2,2,0.58,4.0,0.85,0.95,80.8,94.5,74.9,86.2,0,1,3,88.3,82.9,86.9,B,2024-09-13,2025-09-13,EXPIRED,0.8662,1
1282,2282,CERT-2026-01282,Cybersecurity Bootcamp 1282,Cybersecurity,66,16,2025-10-31,2025-11-16,,COMPLETED,8,6,1,1,0.69,4.5,1.0,0.96,83.4,85.5,100.0,80.5,0,3,3,83.6,95.2,87.2,B,2025-12-14,2026-12-14,ISSUED,0.7331,1
1283,2283,CERT-2026-01283,Data Science Bootcamp 1283,Data Science,58,14,2025-08-11,2025-08-25,,COMPLETED,8,6,1,1,0.79,5.0,0.85,1.0,68.8,81.9,82.9,82.3,0,4,0,78.1,80.9,79.2,C,2025-09-14,2026-09-14,ISSUED,0.2717,1
1284,2284,CERT-2026-01284,Cloud Bootcamp 1284,Cloud,42,10,2025-08-13,2025-08-23,,COMPLETED,11,4,3,4,0.32,,0.86,1.0,82.9,99.5,57.9,100.0,0,1,2,94.6,77.4,89.5,B,2025-08-30,2026-08-30,ISSUED,0.8842,1
1285,2285,CERT-2026-01285,Mobile Bootcamp 1285,Mobile,48,12,2025-05-27,2025-06-08,,COMPLETED,8,5,2,1,0.68,,0.82,0.86,54.9,61.9,96.9,63.5,0,2,1,60.2,87.6,66.3,D,2025-06-17,2026-06-17,ISSUED,0.4684,1
1286,2286,CERT-2026-01286,Cloud Bootcamp 1286,Cloud,46,12,2026-04-11,2026-05-01,,ONGOING,4,3,1,0,0.75,3.8,0.88,0.6,89.7,,77.5,90.4,8,0,1,73.8,86.7,73.2,C,,,PENDING,0.0,0
1287,2287,CERT-2026-01287,Web Development Bootcamp 1287,Web Development,38,10,2026-02-15,2026-02-16,2026-02-16,CANCELLED,5,3,1,1,0.62,4.4,1.0,0.31,66.1,,93.9,64.9,16,1,2,60.4,96.3,66.9,D,,,REVOKED,0.0,0
1288,2288,CERT-2026-01288,Cloud Bootcamp 1288,Cloud,67,17,2026-04-05,2026-04-21,,ONGOING,5,4,1,0,0.72,4.1,0.92,0.66,74.5,,100.0,65.5,8,1,0,63.0,94.8,69.1,D,,,PENDING,0.0,0
1289,2289,CERT-2026-01289,Data Science Bootcamp 1289,Data Science,66,16,2025-03-13,2025-03-29,,COMPLETED,11,7,2,2,0.63,3.8,0.77,0.92,72.3,79.0,67.3,66.9,0,2,2,74.0,75.0,74.1,C,,,PENDING,0.5866,0
1290,2290,CERT-2026-01290,Cloud Bootcamp 1290,Cloud,58,14,2026-04-05,2026-04-23,,ONGOING,3,1,1,1,0.49,,0.79,0.55,57.9,,54.0,70.2,9,3,3,59.2,69.6,59.2,F,,,PENDING,0.0,0
1291,2291,CERT-2026-01291,Cybersecurity Bootcamp 1291,Cybersecurity,60,15,2025-04-17,2025-05-02,,COMPLETED,5,3,1,1,0.69,3.6,0.68,0.93,43.3,49.1,36.0,57.3,0,6,2,49.4,53.6,48.8,F,,,REVOKED,0.0728,0
1292,2292,CERT-2026-01292,Cybersecurity Bootcamp 1292,Cybersecurity,50,12,2026-02-14,2026-02-22,2026-02-22,CANCELLED,7,4,2,1,0.62,4.2,1.0,0.15,66.0,,100.0,80.1,9,1,3,64.1,98.4,69.7,D,,,REVOKED,0.0,0
1293,2293,CERT-2026-01293,UI/UX Bootcamp 1293,UI/UX,26,6,2025-01-25,2025-01-31,,COMPLETED,12,8,2,2,0.68,4.2,0.73,0.87,70.9,73.1,68.2,58.2,0,1,1,68.7,75.1,69.9,D,2025-02-25,2026-02-25,EXPIRED,0.5508,1
1294,2294,CERT-2026-01294,Cloud Bootcamp 1294,Cloud,53,13,2026-04-06,2026-04-19,,ONGOING,3,1,1,1,0.47,3.5,0.99,0.53,74.3,,100.0,81.4,13,0,3,66.9,99.6,71.8,C,,,PENDING,0.0,0
1295,2295,CERT-2026-01295,Cybersecurity Bootcamp 1295,Cybersecurity,58,14,2025-09-22,2025-09-26,2025-09-26,CANCELLED,2,2,0,0,0.76,4.1,0.83,0.28,43.6,,85.3,76.4,13,2,2,56.5,84.0,60.7,D,,,REVOKED,0.0,0
1296,2296,CERT-2026-01296,Cybersecurity Bootcamp 1296,Cybersecurity,54,14,2026-04-07,2026-04-22,,ONGOING,1,0,0,1,0.43,3.7,0.75,0.71,95.4,,39.1,69.0,14,3,4,70.2,62.6,65.9,D,,,PENDING,0.0,0
1297,2297,CERT-2026-01297,Mobile Bootcamp 1297,Mobile,37,9,2024-08-28,2024-09-06,,COMPLETED,7,5,1,1,0.77,5.0,1.0,1.0,100.0,75.7,100.0,94.4,0,0,2,87.7,100.0,89.0,B,2024-10-05,2025-10-05,EXPIRED,0.7907,1
1298,2298,CERT-2026-01298,Cloud Bootcamp 1298,Cloud,39,10,2026-04-08,2026-04-30,,ONGOING,5,1,2,2,0.23,3.5,1.0,0.72,73.5,,85.7,70.0,13,1,5,63.8,93.4,68.4,D,,,PENDING,0.0,0
1299,2299,CERT-2026-01299,Web Development Bootcamp 1299,Web Development,46,12,2025-05-25,2025-06-06,,COMPLETED,6,2,2,2,0.3,2.7,0.78,0.89,51.8,70.6,54.1,46.9,0,1,0,59.0,72.4,61.4,D,,,PENDING,0.2477,0
1300,2300,CERT-2026-01300,Web Development Bootcamp 1300,Web Development,48,12,2025-11-24,2025-12-04,2025-12-04,CANCELLED,6,4,1,1,0.63,4.4,0.86,0.14,69.6,,57.3,72.4,7,0,1,63.3,78.8,63.3,D,,,REVOKED,0.0,0
1301,2301,CERT-2026-01301,Data Science Bootcamp 1301,Data Science,63,16,2025-05-01,2025-05-17,,COMPLETED,11,5,2,4,0.42,3.4,0.64,0.89,,32.7,48.2,32.9,0,4,0,39.7,59.3,42.7,F,,,REVOKED,0.0397,0
1302,2302,CERT-2026-01302,UI/UX Bootcamp 1302,UI/UX,50,12,2025-01-12,2025-01-24,,COMPLETED,12,6,2,4,0.52,3.9,0.74,0.92,49.8,54.7,48.3,48.6,0,4,2,51.7,63.8,53.4,F,,,REVOKED,0.0884,0
1303,2303,CERT-2026-01303,Cybersecurity Bootcamp 1303,Cybersecurity,59,15,2025-05-05,2025-05-20,,COMPLETED,8,6,1,1,0.75,4.6,1.0,0.96,100.0,92.5,95.9,81.0,0,2,1,91.9,95.4,93.7,A,,,PENDING,0.5496,0
1304,2304,CERT-2026-01304,Cybersecurity Bootcamp 1304,Cybersecurity,60,15,2025-06-21,2025-07-06,,COMPLETED,9,5,2,2,0.57,3.0,0.66,0.9,68.4,59.8,56.4,55.5,0,3,1,61.3,64.6,61.4,D,,,PENDING,0.1919,0
1305,2305,CERT-2026-01305,Cybersecurity Bootcamp 1305,Cybersecurity,47,12,2025-11-23,2025-12-05,,COMPLETED,9,5,1,3,0.55,,0.77,1.0,79.8,61.8,64.2,89.3,0,2,1,74.1,73.9,71.5,C,2025-12-25,2026-12-25,ISSUED,0.5964,1
1306,2306,CERT-2026-01306,Cloud Bootcamp 1306,Cloud,71,18,2026-04-29,2026-05-17,,UPCOMING,1,1,0,0,0.69,4.4,1.0,0.04,,,100.0,,18,1,2,55.6,98.4,64.2,D,,,PENDING,0.0,0
1307,2307,CERT-2026-01307,Web Development Bootcamp 1307,Web Development,36,9,2024-11-01,2024-11-10,,COMPLETED,11,6,2,3,0.57,3.6,0.81,0.9,46.5,58.9,56.6,,0,1,0,55.0,74.7,57.3,F,,,PENDING,0.3577,0
